	company_name	industry_name	industryID	first_date	first_employees_on_platform	first_followers_count	last_date	last_employees_on_platform	last_followers_count	slope1	r_value1	slope2	r_value2	z-score1	z-score2	industry_total
2618	Enterprise TE Products Pipeline Company LLC	Oil & Energy	12	2017-11-01 00:00:00	9	191	2018-02-17 00:00:00	9	190	-0.023629293901594583	-0.21880357438997314	0.00012054189548034023	0.20804040574405308	-0.33886841462220263	0.27263494675742217	199
2687	PetroChina	Oil & Energy	12	2016-08-19 00:00:00	4388	12054	2018-07-17 00:00:00	8581	16774	202.2732580044721	0.9997022909862082	-6.787559284304956e-06	-0.15039908206841093	-0.2730039255560311	-0.11643813926370508	199
2735	Aspen Aerogels	Oil & Energy	12	2016-12-06 00:00:00	150	1371	2018-07-17 00:00:00	181	2109	35.554222281120424	0.9630486077185673	4.471136115433453e-05	0.23708455674218265	-0.3272848601377251	0.04092406682485411	199
2742	Patterson-UTI	Oil & Energy	12	2017-08-03 00:00:00	1206	13756	2018-07-17 00:00:00	1734	21143	734.7106976379813	0.9564062061630598	9.890901390249996e-05	0.2282450128247966	-0.09965118449562266	0.20653262965744398	199
2753	Comstock Resources	Oil & Energy	12	2017-11-01 00:00:00	98	3266	2018-02-17 00:00:00	99	3268	0.04973092457356864	0.225582954857917	-1.4370295544931042e-05	-0.2074181038681426	-0.33884452975984913	-0.13960825809331365	199
2762	Spectra Energy	Oil & Energy	12	2015-09-18 00:00:00	4117	40076	2018-07-17 00:00:00	3118	59965	500.45466270626156	0.9618280107486902	-2.618239061954736e-05	-0.5127863011571776	-0.17592103845876356	-0.17570177857175057	199
2787	EQT Corporation	Oil & Energy	12	2016-08-24 00:00:00	1311	18803	2018-07-17 00:00:00	1874	27949	388.04312389759457	0.9668928098369614	2.977688983088484e-05	0.4194071032188493	-0.2125203587332999	-0.004710314133180091	199
2862	Concho	Oil & Energy	12	2016-08-20 00:00:00	657	13902	2018-07-17 00:00:00	870	17918	169.11936590134354	0.9956238427759511	3.716705254647059e-06	0.0829602713349793	-0.28379827930556156	-0.08434087922197635	199
2865	ION Geophysical	Oil & Energy	12	2016-12-16 00:00:00	688	14728	2018-07-17 00:00:00	993	17515	131.86222809377978	0.9943260010296947	4.405264654408686e-06	0.08260337531667698	-0.2959285813509102	-0.0822368889781691	199
2885	Star Gas Partners, L.P.	Oil & Energy	12	2016-12-15 00:00:00	155	252	2018-06-21 00:00:00	196	533	13.349325334132295	0.988833608222965	-0.00010286722826505083	-0.1921673624094118	-0.33451440386285053	-0.4100231026433395	199
2892	Jones Energy, Inc.	Oil & Energy	12	2016-12-16 00:00:00	75	2755	2018-07-17 00:00:00	98	3530	40.68233479985566	0.9980077736797869	-6.799786634369452e-06	-0.06417092640653806	-0.3256152323177866	-0.11647550165430237	199
2912	Pembina Pipeline Corporation	Oil & Energy	12	2016-08-24 00:00:00	1010	19096	2018-07-17 00:00:00	1393	23663	192.53991432561196	0.9900193258578643	9.058087341511189e-06	0.18546513857061225	-0.2761729397552858	-0.06801953381139948	199
2943	Alaska Electric Light and Power Company	Oil & Energy	12	2017-11-01 00:00:00	12	39	2018-02-17 00:00:00	12	39	0.0	0.0	0.0	0.0	-0.33886072131861	-0.09569779570237262	199
2963	Rigzone	Oil & Energy	12	2016-12-16 00:00:00	99	48045	2018-07-17 00:00:00	109	60267	591.4892321015349	0.9709158328447514	2.2277305991009607e-05	0.40859983972457525	-0.1462817025270396	-0.027626349027445773	199
2969	PureHM Inc.	Oil & Energy	12	2018-03-21 00:00:00	63	1318	2018-07-17 00:00:00	64	1350	7.316265489246821	0.984533930861336	-1.6574430063273362e-06	-0.0037361725000786957	-0.336478667423678	-0.10076234629334058	199
2970	Quest Integrity	Oil & Energy	12	2016-12-16 00:00:00	229	4504	2018-07-17 00:00:00	282	5890	69.06291117125151	0.9637392492689348	3.136730019569313e-05	0.27024685121402464	-0.31637499047783973	0.00014940877869217418	199
2971	Prime Offshore L.L.C.	Oil & Energy	12	2017-10-31 00:00:00	3	47	2018-03-23 00:00:00	3	47	0.0	0.0	0.0	0.0	-0.33886072131861	-0.09569779570237262	199
2972	Helmerich & Payne	Oil & Energy	12	2016-08-24 00:00:00	2089	16345	2018-07-17 00:00:00	3012	22462	228.16700317352206	0.967038550567804	2.3716649320386556e-05	0.285506671911767	-0.26457335443679453	-0.023228232723251023	199
2984	Thermon, Inc.	Oil & Energy	12	2017-07-14 00:00:00	528	2751	2018-07-17 00:00:00	573	3274	43.79190275068238	0.9933704349224214	1.3839652007352628e-05	0.0885614959865742	-0.32460280890864307	-0.05340878939262208	199
3002	Bonanza Creek Energy, Inc.	Oil & Energy	12	2016-12-10 00:00:00	166	3438	2018-07-17 00:00:00	159	3953	25.27048131788993	0.9912897259309681	1.5270784210018492e-06	0.02086069791449802	-0.3306330745036388	-0.09103159246641537	199
3007	Clean Energy Fuels	Oil & Energy	12	2016-12-29 00:00:00	399	5578	2018-07-17 00:00:00	462	6855	60.34289186291654	0.9930027082104694	1.3106230507916868e-05	0.18076550847963208	-0.31921408317996086	-0.05564986210173845	199
3037	Holly Energy Partners	Oil & Energy	12	2017-11-01 00:00:00	173	715	2018-02-17 00:00:00	174	716	0.023629293901594583	0.21880357438997314	-3.220070214929343e-05	-0.20804040574405336	-0.3388530280150174	-0.19409157725456877	199
3046	Pioneer Energy Services	Oil & Energy	12	2016-12-25 00:00:00	607	11817	2018-07-17 00:00:00	858	13893	98.54624508551981	0.9975474562418141	1.759478154159887e-06	0.03493964071230185	-0.30677570919297037	-0.09032146234344095	199
3069	TGS	Oil & Energy	12	2016-12-23 00:00:00	439	5476	2018-07-17 00:00:00	586	15627	466.52938947344387	0.8627433173497864	0.00023869562159774374	0.525078299187932	-0.1869665410255634	0.6336703013057053	199
3096	YPF	Oil & Energy	12	2017-08-01 00:00:00	10285	140424	2018-07-17 00:00:00	11410	223356	6493.439362619887	0.9478160160312752	0.00013735914438734695	0.3525539930882392	1.775294724238576	0.32402241985018637	199
3097	Williams	Oil & Energy	12	2015-09-18 00:00:00	4839	36748	2018-07-17 00:00:00	5250	68600	766.6666292408199	0.9887042346519443	1.7001346343958455e-06	0.037486800924922056	-0.08924686668449335	-0.09050279482784236	199
3147	Western Gas Resources	Oil & Energy	12	2017-11-01 00:00:00	36	429	2018-02-17 00:00:00	36	429	0.0	0.0	0.0	0.0	-0.33886072131861	-0.09569779570237262	199
3238	ClearSign Combustion Corp	Oil & Energy	12	2016-12-29 00:00:00	23	354	2018-07-17 00:00:00	23	508	8.417612317029043	0.9551785909560563	-6.839854877368522e-05	-0.19880998011663414	-0.3361200872840363	-0.3046991968309158	199
3244	CCC (Compressor Controls Corporation)	Oil & Energy	12	2017-06-07 00:00:00	333	8114	2018-07-17 00:00:00	352	10800	192.70877445105168	0.9927700191745811	-3.3575019314460995e-07	-0.0021554646862534804	-0.2761179617176389	-0.0967237277148863	199
3372	Graña y Montero Petrolera	Oil & Energy	12	2016-12-16 00:00:00	441	15527	2017-07-13 00:00:00	657	16830	191.99980916797267	0.9994521681890358	-4.565976018756207e-06	-0.036823593176705915	-0.27634878897731285	-0.10964977863986029	199
3377	Tc Pipelines Lp	Oil & Energy	12	2016-12-20 00:00:00	4	35	2018-07-17 00:00:00	6	47	0.782737402610172	0.9617667302323135	-1.1217255220683493e-05	-0.013200529814691478	-0.33860587508847567	-0.129973699211619	199
3400	Boardwalk Pipeline Partners, LP	Oil & Energy	12	2016-09-06 00:00:00	625	5634	2018-07-17 00:00:00	782	7052	60.98677074178969	0.9951049112308297	-1.2459254361665669e-05	-0.21527056589221194	-0.3190044469668493	-0.13376880254816215	199
3413	Newfield Exploration	Oil & Energy	12	2015-09-20 00:00:00	1114	27552	2018-07-17 00:00:00	1237	37747	268.22074387684364	0.9889896763987973	-1.456852541992445e-05	-0.478876110573677	-0.25153252517913943	-0.14021397740113467	199
3436	Halcon Resources Corporation	Oil & Energy	12	2016-12-16 00:00:00	248	11338	2018-07-17 00:00:00	215	11863	26.154532162876713	0.9944740095915892	-1.5741106274832871e-06	-0.05768857672556589	-0.33034524230814044	-0.10050771247069314	199
3470	World Fuel Services	Oil & Energy	12	2016-09-15 00:00:00	1857	37773	2018-07-17 00:00:00	2602	48886	453.4815580149628	0.9969763869152197	-8.87377512981814e-06	-0.20606681664352597	-0.19121469710898767	-0.12281286566632979	199
3509	Magellan Midstream Partners	Oil & Energy	12	2016-12-17 00:00:00	965	15221	2018-07-17 00:00:00	1136	18221	148.4518935651935	0.9890639512242778	1.1173899887267186e-05	0.23848348637779013	-0.2905272632453985	-0.061554370521875394	199
3511	Murphy Oil	Oil & Energy	12	2016-08-26 00:00:00	2008	63548	2018-07-17 00:00:00	3008	95530	1484.3284729798627	0.9985565247993673	-4.788979303318993e-06	-0.08184171748010746	0.144411847947339	-0.11033119659046778	199
3602	Just Energy Solar	Oil & Energy	12	2016-12-16 00:00:00	15	169	2018-07-17 00:00:00	14	199	1.6337456008769433	0.9077188333070717	-3.6767356488791214e-05	-0.11157862985443877	-0.3383288010270874	-0.20804563289663788	199
3603	Laredo Petroleum, Inc.	Oil & Energy	12	2016-09-16 00:00:00	260	13117	2018-07-17 00:00:00	319	19282	257.39144421793213	0.9813850693658981	8.483753102075425e-06	0.08653256310450352	-0.25505836434801726	-0.06977449298685427	199
3633	Delek US Holdings, Inc.	Oil & Energy	12	2016-10-18 00:00:00	303	4736	2018-07-17 00:00:00	595	11075	312.9589412268988	0.9784864578555292	2.7014059154067166e-05	0.1364126363299295	-0.23696651504643376	-0.013152532468051696	199
3650	American Midstream, LP	Oil & Energy	12	2017-03-05 00:00:00	162	5096	2018-07-17 00:00:00	285	6641	90.70620658353599	0.9985079468786673	-1.5095998250954184e-05	-0.13461577329135507	-0.30932829483622176	-0.14182574494180603	199
3657	CIRCOR Energy	Oil & Energy	12	2016-12-11 00:00:00	222	5755	2018-07-17 00:00:00	270	8560	147.75290967605474	0.9076329020520646	6.881899948401787e-05	0.2994945306900194	-0.29075484072984936	0.11458835180077231	199
3708	Ultrapar	Oil & Energy	12	2017-11-01 00:00:00	1033	44422	2018-02-17 00:00:00	1035	44520	2.792287858210105	0.25803139590560503	-5.0364880507894164e-05	-0.25630020900018285	-0.33795159901048755	-0.24959478302955548	199
3742	Denbury Resources Inc.	Oil & Energy	12	2016-10-16 00:00:00	868	16881	2018-07-17 00:00:00	877	18078	54.57703426407564	0.9970542449708926	-2.718142066146761e-06	-0.11116882057112643	-0.32109135015053875	-0.10400346169202397	199
3786	Buckeye Partners	Oil & Energy	12	2017-11-01 00:00:00	1163	10262	2018-02-17 00:00:00	1165	10287	0.677389994058744	0.24817105346907298	-5.574978849586227e-05	-0.24232698767753272	-0.3386401744458773	-0.26604912796247915	199
3790	Suncor Energy	Oil & Energy	12	2015-09-17 00:00:00	12302	148220	2018-07-17 00:00:00	14392	206995	1492.0285160920525	0.9967181584128372	-3.877640351036856e-06	-0.1804148741208599	0.14691885342895994	-0.1075464720408255	199
3796	Recovery Energy Inc	Oil & Energy	12	2017-11-01 00:00:00	0	20	2018-03-23 00:00:00	0	20	0.0	0.0	0.0	0.0	-0.33886072131861	-0.09569779570237262	199
3815	SandRidge Energy	Oil & Energy	12	2016-12-25 00:00:00	773	23832	2018-07-17 00:00:00	2607	25459	76.00020618581067	0.9951832509330261	-1.4449400272598146e-06	-0.049406075610948605	-0.31411632304238235	-0.10011301350535914	199
3818	DistributionNOW	Oil & Energy	12	2016-12-19 00:00:00	967	7720	2018-07-17 00:00:00	1169	13632	303.1758226551248	0.9888239407498333	2.3584981023110586e-05	0.13792033922197952	-0.24015173511980678	-0.023630563753781232	199
3849	Cia Ultragaz	Oil & Energy	12	2016-12-21 00:00:00	1619	9258	2018-04-17 00:00:00	2062	21743	797.8125240748756	0.9830672007301622	-5.007812915879098e-05	-0.07967656574112297	-0.07910628332134895	-0.24871857388751117	199
3866	Ecopetrol	Oil & Energy	12	2016-12-11 00:00:00	5530	130934	2018-07-17 00:00:00	8069	192106	2890.9279201867726	0.9230768825851827	5.580201241668285e-05	0.39594022930271594	0.602377144142913	0.07481311410462076	199
3900	Carrizo Oil & Gas, Inc.	Oil & Energy	12	2016-11-23 00:00:00	255	10408	2018-07-17 00:00:00	306	13096	162.4346537091768	0.9499248650351799	-3.579605925044464e-05	-0.21201987836704828	-0.28597470999103264	-0.20507769735756076	199
3928	Phillips 66	Oil & Energy	12	2015-09-17 00:00:00	6300	32004	2018-07-17 00:00:00	8811	68129	920.1682865662079	0.9941411134449015	-1.3281810916405696e-05	-0.2695364978648623	-0.03926928983905614	-0.13628223997527716	199
3930	Chesapeake Energy	Oil & Energy	12	2015-09-23 00:00:00	4178	77494	2018-07-17 00:00:00	4719	115299	964.2318996840786	0.9862482565145639	6.355501808865206e-06	0.24900477300845572	-0.024922913069860376	-0.07627766462147965	199
3953	Kinder Morgan, Inc. 	Oil & Energy	12	2017-05-03 00:00:00	6867	64776	2018-07-17 00:00:00	7323	81797	1107.1411458619293	0.9908853841526697	1.2788408503099001e-05	0.16007924741039836	0.02160595155104142	-0.05662101200926357	199
3954	NuStar Energy L.P.	Oil & Energy	12	2016-12-19 00:00:00	1164	14522	2018-07-17 00:00:00	1373	18019	150.0555166044705	0.9648006394300537	2.83316991341239e-05	0.3029148515552106	-0.290005150357023	-0.009126297892139285	199
4001	Vermilion Energy	Oil & Energy	12	2017-05-27 00:00:00	552	18166	2018-07-17 00:00:00	635	21553	253.6439293576284	0.9853501907820161	2.490418957699526e-05	0.2747287418303943	-0.25627849262007385	-0.019599536179571473	199
4002	VAALCO Energy, Inc	Oil & Energy	12	2016-12-23 00:00:00	127	2164	2018-07-17 00:00:00	158	2632	24.754995277234514	0.9926660026199505	-1.2602620806672402e-05	-0.11403880699727097	-0.33080090815220325	-0.1342068789170098	199
4027	ConocoPhillips	Oil & Energy	12	2015-09-16 00:00:00	18919	420033	2018-07-17 00:00:00	21093	625030	5214.2285379214	0.9980146793771396	-4.764725025933362e-06	-0.18948382787223333	1.3588050367209816	-0.11025708422919926	199
4049	Pacific Ethanol, Inc.	Oil & Energy	12	2017-02-22 00:00:00	169	746	2018-07-17 00:00:00	212	1085	19.408575828434504	0.993610220285341	1.5683478295878078e-05	0.06961474237164639	-0.3325416130638377	-0.047774718426956804	199
4054	EnLink Midstream	Oil & Energy	12	2016-08-26 00:00:00	802	12490	2018-07-17 00:00:00	1037	18417	241.57324690380997	0.996308281916286	-2.0323502560638292e-05	-0.24804036193592646	-0.26020850530152523	-0.15779912076216865	199
4093	DMC Global Inc.	Oil & Energy	12	2017-02-22 00:00:00	57	1458	2018-07-17 00:00:00	184	1521	3.0459019076862237	0.9387920860512922	3.9329110200163e-06	0.051845260743105706	-0.3378690265101796	-0.08368023204883596	199
4099	CSI Compressco LP	Oil & Energy	12	2016-12-29 00:00:00	207	1245	2018-07-17 00:00:00	278	1783	26.745790713713397	0.9868394831051245	1.892816397978984e-05	0.12712692473745235	-0.3301527383953174	-0.03786012423866338	199
4120	Panhandle Oil & Gas Inc	Oil & Energy	12	2017-11-01 00:00:00	22	77	2018-02-17 00:00:00	23	78	0.023629293901594593	0.21880357438997294	-0.0002990065199577274	-0.20804040574405278	-0.3388530280150174	-1.0093543386870596	199
4132	National Fuel Gas Company	Oil & Energy	12	2016-09-06 00:00:00	618	3235	2018-07-17 00:00:00	789	4432	52.82953033430264	0.9966613229414741	5.201762966293473e-06	0.0715502742462128	-0.3216603082547031	-0.07980307618294082	199
4138	ENGlobal	Oil & Energy	12	2016-12-31 00:00:00	686	6986	2018-07-17 00:00:00	1349	8492	80.70323740635796	0.9934495151714233	1.2930047696076408e-05	0.2140809630349492	-0.3125850945962089	-0.0561882135023107	199
4152	Cenovus Energy	Oil & Energy	12	2016-08-24 00:00:00	3076	78614	2018-07-17 00:00:00	3307	91476	569.856507008755	0.9910550027159056	4.375755833702806e-06	0.1635863789759144	-0.15332495664910312	-0.08232705733676374	199
4207	Martin Midstream Partners L.P.	Oil & Energy	12	2017-02-13 00:00:00	67	1689	2018-07-17 00:00:00	76	1872	9.943617209952826	0.9968179544838629	-2.95778105090931e-06	-0.03162276287993569	-0.33562324556824336	-0.10473571236807433	199
4239	Graham Corporation	Oil & Energy	12	2017-11-01 00:00:00	178	2332	2018-02-17 00:00:00	179	2332	-0.021664411629719778	-0.20060907115461893	-3.580562624416406e-07	-0.005307145445456856	-0.33886777488933945	-0.09679188705189469	199
4249	WPX Energy	Oil & Energy	12	2016-09-10 00:00:00	747	12993	2018-07-17 00:00:00	785	23322	271.1592873387024	0.7456823301906682	0.00013371257700806952	0.5442550175122713	-0.25057578448827256	0.3128798195283527	199
4271	Diamond Offshore	Oil & Energy	12	2016-08-24 00:00:00	2496	68003	2018-07-17 00:00:00	3236	91199	939.7909186994872	0.9736619324072722	1.8322786378493137e-05	0.1964440561426122	-0.03288048842519343	-0.03970994077938398	199
4288	Range Resources	Oil & Energy	12	2015-09-19 00:00:00	694	19440	2018-07-17 00:00:00	895	30451	264.01741607082243	0.9825180917834314	2.6614382636017284e-06	0.07326448066230486	-0.252901058536318	-0.08756539616930124	199
4321	GMP | Grupo Graña y Montero	Oil & Energy	12	2017-07-14 00:00:00	657	16832	2018-04-30 00:00:00	694	18395	156.34712757004704	0.9942593088867965	1.370734050429157e-05	0.2022056141110756	-0.2879567068679266	-0.053813085829037474	199
4323	Plug Power	Oil & Energy	12	2017-02-12 00:00:00	352	3784	2018-07-17 00:00:00	505	5125	77.9321419231936	0.9994993919866997	-6.1101962086526696e-06	-0.05876806498522533	-0.31348731702083277	-0.11436836096544781	199
4352	Canadian Natural Resources Limited (CNRL)	Oil & Energy	12	2016-08-19 00:00:00	5033	89705	2018-07-17 00:00:00	7382	108755	766.8013631938865	0.9911749351726794	9.367272295521534e-06	0.32670664673732774	-0.08920299955881926	-0.06707477562932403	199
4374	Oceaneering	Oil & Energy	12	2016-09-16 00:00:00	8647	107560	2018-07-17 00:00:00	10203	146125	1420.8246220544074	0.9523983610646768	3.3400932122756265e-05	0.49211520074412946	0.12373605431157081	0.006363457610960021	199
4415	Ultragaz	Oil & Energy	12	2018-04-18 00:00:00	2063	22302	2018-07-17 00:00:00	2197	28453	1851.8580984233417	0.9868803213843618	-0.0010157827656849443	-0.3470585032915569	0.2640733579181389	-3.199565130268652	199
4452	PowerSecure, Inc.	Oil & Energy	12	2016-12-23 00:00:00	329	1486	2018-07-17 00:00:00	539	2438	50.86644422927757	0.9975365808632092	5.307798074334534e-06	0.03071980450474704	-0.3222994563158874	-0.07947907097308286	199
4461	Petrobras	Oil & Energy	12	2016-08-19 00:00:00	49741	543323	2018-07-17 00:00:00	57996	814877	8866.109375221142	0.9316679836589261	4.25185755358715e-05	0.4954734524419396	2.547796467540805	0.03422370146842404	199
4490	Encana Corporation	Oil & Energy	12	2015-09-19 00:00:00	3373	64064	2018-07-17 00:00:00	3336	78809	365.79505675095226	0.9901730987067657	-5.764908918261139e-06	-0.2948414715930625	-0.21976395795468673	-0.1133132870087987	199
4494	Ballard Power Systems	Oil & Energy	12	2016-12-09 00:00:00	342	5147	2018-07-17 00:00:00	424	8174	150.400334889184	0.9867813517522788	3.194271320072628e-05	0.2848509320982919	-0.28989288328041773	0.0019076642743962216	199
4573	SemGroup Corporation	Oil & Energy	12	2016-12-16 00:00:00	203	1318	2018-07-17 00:00:00	399	1942	31.00732138659194	0.998360045035847	-7.898305523889284e-06	-0.047369998926101255	-0.3287652551564133	-0.11983218087034075	199
4617	Nabors Industries	Oil & Energy	12	2016-09-16 00:00:00	4202	47017	2018-07-17 00:00:00	5549	63332	725.9169941420574	0.9984398724287216	4.315968958835367e-06	0.11382200453613764	-0.10251426753903184	-0.08250974455513933	199
4668	Petrochina Tarim Oilfield Company	Oil & Energy	12	2017-10-31 00:00:00	4313	7225	2018-03-09 00:00:00	4625	7361	3.417436357470545	0.2449144635567641	0.0004668399971559316	0.23620508163287304	-0.33774806109626576	1.330797579678643	199
4746	Tenaris	Oil & Energy	12	2016-12-23 00:00:00	6319	95472	2018-07-17 00:00:00	7938	127927	1672.5114688284575	0.9905247728651252	1.6154231735293435e-05	0.2170868761200899	0.20568108959527417	-0.046336264977462814	199
